Item UPC,Top 500,ID,UPC,Item Description,Manufacturer,Brand,Distributor,GS1 Category,Pkg Manufacturer,Pkg Manufacturer Address,Pkg Manufacturer Phone,Pkg Manufacturer Email,Pkg Manufacturer URL,Pkg Distributor,Pkg Distributor Address,Pkg Distributor Phone,Pkg Distributor Email,Pkg Distributor URL,Marketing Description,Other Description,Units In Package,Packaging Type,Packaging Size,Package Information,Created,Last Updated
076808280982,286,91020,00076808280982,Barilla Rotini,Barilla America,Barilla,Barilla America,(10000242) Pasta/Noodles Not Ready to Eat (Shelf Stable),,"Bannockburn, IL 60015",1-800-922-7455,,www.barilla.com,,,,,,"Barilla® Rotini.
""Al dente"" perfection in 7-8 minutes.
Enriched macaroni product.
EST. Parma 1877 - Italy's #1 brand of pasta™.","100% natural.
No preservatives.
Ready in 60 seconds.
Italy's #1 Brand of Pasta®, Barilla®, mezze penne, with traditional marinara sauce, 100% natural, no preservatives, 9 oz (255g), ready in just 60 seconds, microwaveable meal.
Try all five delicious varieties!
Mezze penne with traditional marinara sauce.
Mezze penne with tomato & basil sauce.
Mezze penne with spicy marinara sauce.
Whole grain mezze penne with tomato & basil sauce.
Whole grain fusilli with vegetable marinara sauce.
Find in the microwaveable meals aisle of your grocers' shelves.
Call 1-800-922-7455 with any comments or questions.
For more recipe ideas and to find out more about Barilla, visit us at www.barilla.com.
Discover Barilla microwaveable meals.",1,BOX,1.0 LB,,03/06/2013,03/20/2013
099555085204,288,59692,00099555085204,Keurig Brewed Green Mountain Coffee Breakfast Blend Light Roast K-Cups - 12 CT,"Green Mountain Coffee, Inc.",Green Mountain Coffee,,(10000115) Coffee/Coffee Substitutes Instant,,"Waterbury, VT 05676",1-888-879-4627,,www.greenmountaincoffee.com,,,,,,"Keurig® Brewed® Green Mountain Coffee® Breakfast Blend Light Roast K-Cups® - 12 CT.
100% Arabica coffee.","The Green Mountain Coffee® story.
A great tasting cup of coffee can give you a whole new perspective. It's a moment to pause, reflect, and reprioritize. That moment is what inspires us to make coffee that benefits everyone it touches. From carefully sourcing and roasting the highest quality beans, to supporting small farms and protecting the environment, we focus on what's important. That's why we believe a good cup of coffee can change your day... but a great cup of coffee can help change the world.
Brewing a better world.
Green Mountain Coffee*.
Supporting fair trade. Reducing our carbon footprint. Donating at least 5% of pre-tax profits. See what else we're doing, and how you can join us in creating positive change, at www.brewingabetterworld.com.
Breakfast blend.
Balanced, sweet, and inviting.
Breakfast blend is one of our most popular blends. Bright, sweet, and engaging, it's our favorite way to start the day. A snappy, crisp, and citrusy Central American profile meets the sweetness, body, and depth of an Indonesian bean to create a classic and vibrant New England breakfast cup.
100% Arabica coffee in K-Cup® portion packs.
Packaged in the U.S.A.
Printed in the U.S.A.
Keurig, the Cup and Star, Keurig Brewed, K-Cup and K-Cups are trademarks of Keurig Incorporated.
This package is made with recycled materials.
Sourced and roasted by Green Mountain Coffee Roasters, Inc. Waterbury, VT 05676.
For more information about our products contact: 
1-888-TRY-GMCR / 1-888-879-4627 www.greenmountaincoffee.com or Keurig, Incorporated 1-866-901-BREW / 1-866-901-2739 www.keurig.com.
Keurig® makes it possible for everyone to brew a perfect cup of gourmet coffee, tea, or hot cocoa in less than a minute. The combination of Keurig's patented technology and the K-Cup® portion pack guarantees fresh, consistent, unequaled flavor time after time. Choose your favorite variety from our unparalleled assortment of K-Cups®.
©2010 Green Mountain Coffee Roasters, Inc.",1,BOX,4.02 OZ,,02/17/2012,02/29/2012
044100239731,289,105648,00044100239731,Hood Ice Cream Classic Trio,"HP Hood, LLC",Hood,"Hp Hood, LLC",(10000215) Ice Cream/Ice Novelties (Frozen),,,,,,"HP HOOD, LLC","Lynnfield, MA 01940",1(800)247-6269,,www.hood.com,"Hood® Classic Trio Chocolate, Strawberry and Vanilla Flavored Ice Cream.
New England's ice cream for more than 100 years.
Artificial flavor added.
1.5 qt (1.42L).","Real®.
For over 100 years, Hood has been New England's ice cream. Made with fresh cream and the highest quality ingredients, it has been delighting families for generations. Share a special Hood Ice Cream moment with your family today!
Manufactured at plant code stamped on carton.
Consumer hotline: 1(800)247-6269.
www.hood.com.
©2010 HP Hood LLC.",1,CONTAINER,1.5 QT,,07/12/2013,07/31/2013
019600052104,291,24844,00019600052104,Aunt Jemima Waffles Buttermilk - 10 CT,Pinnacle Foods Group LLC,Aunt Jemima,Pinnacle Foods Group LLC,(10000301) Dough Based Products Not Ready to Eat Savoury (Frozen),,"Cherry Hill, NJ 08003-3620 USA",1-800-768-6287,,www.auntjemimafrozen.com,,,,,,"Aunt Jemima?? Buttermilk Waffles - 10 CT.
Every Batch Made from Scratch.
Made with real eggs & milk and other ingredients.
No high fructose corn syrup, artificial flavors or preservatives.","Aunt Jemima is a registered trademark of The Quaker Oats Company and is used under license.
Questions or comments? 1-800-768-6287.
www.auntjemimafrozen.com.",1,BOX,12.3 OZ,,05/22/2012,06/06/2012
019600052104,291,57491,00019600052104,Aunt Jemima Buttermilk Waffles - 10 CT,Pinnacle Foods Group LLC,Aunt Jemima,Pinnacle Foods Group LLC,(10000301) Dough Based Products Not Ready to Eat Savoury (Frozen),,"Cherry Hill, NJ 08003-3620 USA",1-800-768-6287,,www.auntjemimafrozen.com,,,,,,"Aunt Jemima® Buttermilk Waffles - 10 CT.
Made with real eggs & milk and other ingredients.
No preservatives, high fructose corn syrup or artificial flavors.
Every batch made from scratch.","Aunt Jemima is a registered trademark of The Quaker Oats Company and is used under license.
Live from the line.
Living in the south, we know a good waffle when we see one. These are good because we make them just like you would at home.
The recipe for golden and delicious waffles is simple: batter made from real eggs, flour, milk and sugar is poured into cast iron waffle irons, then let 'em cook.
Find us on Facebook to learn how we make every batch of pancakes, waffles and French toast from scratch.
Jennifer-Jackson, TN.
Questions or comments? 1-800-768-6287.
www.auntjemimafrozen.com.",1,BOX,12.3 OZ,,02/02/2012,02/28/2012
052100004389,292,39060,00052100004389,McCormick Ground Cinnamon,"McCormick & Co., Inc.",McCormick,,(10000049) Herbs/Spices (Shelf Stable),,"Hunt Valley, MD 21031-1100",1-800-632-5847,,www.mccormick.com,,,,,,"McCormick® Ground Cinnamon.
The taste you trust™.","Find recipes for cinnamon sticky buns, cincinnati chili and cinnamon ornaments on our website.
MC®.
Questions? Call 1-800-632-5847.
For recipes, visit www.mccormick.com.",1,BOTTLE,2.37 OZ,,02/21/2012,03/27/2012
052200005071,293,47409,00052200005071,Beech Nut Stage 2 Chiquita Bananas,Beech-Nut Nutrition Corporation,Beech Nut,,(10000104) Baby/Infant Specialised Foods (Shelf Stable),,"Amsterdam, NY 12010 USA",1-800-233-2468,,www.beechnut.com,,,,,,"Beech Nut Chiquita Bananas. 
Made with natural ingredients.
Stage 2 Fruit from about 6 months.
Beech-Nut Advancing Nutrition:
50% daily value of Vitamin B6, 2 servings of fruit.","Chiquita is a registered trademark of Chiquita brands LLC.
Contact us at 1-800-BEECH-NUT (1-800-233-2468) or www.beechnut.com.",1,JAR,4.0 OZ,,02/18/2011,04/04/2011
051000025111,294,2890,00051000025111,Prego Traditional Italian Sauce,Campbell Soup Company,Prego,,(10000057) Sauces Cooking (Shelf Stable),,"Camden, NJ, U.S.A. 08103-1701",1-888-FOR-PREGO,,www.prego.com,,,,,,"Prego® Traditional Italian Sauce.
100% natural.","Campbell's®.
Glass, please recycle.
Each 1/2 cup of Prego® traditional sauce is:
More than a full serving of vegetables*.
Low in fat & saturated fat.
A good source of fiber.
Gluten free.
*2005 dietary guidelines recommend five 1/2 cup servings (2 1/2 cups) daily.
Satisfaction guaranteed.
Questions or comments, please call 1-888-FOR-PREGO.
Please have code and date information from container or lid.
www.prego.com.
Clip & redeem.
Earn 1 point for your school!
Labels for education.
Labelsforeducation.com.",1,JAR,45.0 OZ,,02/17/2012,03/15/2012
041789002120,295,54794,00041789002120,Maruchan Beef Flavor Ramen Noodle Soup,"Maruchan, Inc.",Maruchan,,(10000242) Pasta/Noodles Not Ready to Eat (Shelf Stable),,"Irvine, CA 92618",,,www.maruchan.com,,,,,,"Maruchan® Beef Flavor Ramen Noodle Soup.
0grams trans fat.
See nutrition facts for sodium info.
Cooks in 3 minutes.","www.maruchan.com.
America's finest ramen noodle soups.
®Maruchan, Inc 2011.",1,PACKAGE,3.0 OZ,,02/17/2012,03/15/2012
013000006408,297,29266,00013000006408,Heinz Tomato Ketchup,H.J. Heinz Company,Heinz,Heinz North America,(10000280) Sauces Dipping/Condiments/Savoury Toppings/Savoury Spreads/Marinades (Shelf Stable),,"Pittsburgh, PA 15222",1-800-255-5750,,www.heinzketchup.com,,,,,,"Heinz Tomato Ketchup.
Estd 1869.
Guess what my bottle is made of?
Plantbottle®*.
Up to 30% made from plants.
100% recyclable bottle.
Tomato ketchup.","*America's favorite ketchup is now available in an innovative plastic bottle that uses up to 30% plant-based material and is recyclable as ever. So it's a choice you can feel good about every time you use Heinz ketchup.
Find out more at www.thecocacolacompany.com/plantbottle.
Plantbottle and the Plantbottle logo are trademarks of The Coca-Cola Company, used under license.
Gluten-free.
Questions or comments? Call 1-800-255-5750 www.heinzketchup.com.
©Tomatoes grown from Heinz seeds.",1,BOTTLE,20.0 OZ,,04/27/2012,05/04/2012
013000006408,297,49465,00013000006408,Heinz Tomato Ketchup,H.J. Heinz Company,Heinz,,(10000280) Sauces Dipping/Condiments/Savoury Toppings/Savoury Spreads/Marinades (Shelf Stable),,"Pittsburgh, PA 15222",1-800-255-5750,,www.heinzketchup.com,,,,,,"Heinz Tomato Ketchup.
EST 1869.
57 varieties.
Grown not made†.
Plantbottle™.","Plantbottle™ up to 30% made from plants 100% recyclable bottle.
*America's favorite ketchup is now available in an innovative plastic bottle that uses up to 30% plant-based material and is recyclable as ever.
So it's a choice you can feel good about every time you use Heinz ketchup.
Find out more at www.thecocacolacompany.com/plantbottle.
Plantbottle and the Plantbottle logo are trademarks of the Coca-Cola Company, used under license.
Gluten-free.
Questions or comments? Call 1-800-255-5750.
www.heinzketchup.com.
†Tomatoes grown from Heinz seeds.",1,BOTTLE,20.0 OZ,,02/01/2012,02/21/2012
611443340112,299,40537,00611443340112,Kitchen Basics Beef Cooking Stock,Kitchen Basics Inc.,Kitchen Basics,,(10000262) Soups Prepared (Shelf Stable),,"P.O. Box 41022 Brecksville, OH 44141",(440) 838-1344,,www.kitchenbasics.net,,,,,,"Kitchen Basics&#174; Beef Flavor Cooking Stock.
All natural.
Original.
Heart healthy*.
Slowly simmered from beef, vegetables & herbs.
American Heart Association.
Meets American heart association food criteria for saturated fat and cholesterol for healthy people over age 2.
heartcheckmark.org.
5g Protein.
0g Fats.
430mg Sodium.
Rich flavor close to homemade.
See side panel for information about saturated fats, cholesterol and heart disease.
Less sodium*.
No glutens.
No MSG.","For other heart healthy links, fantastic meal ideas, & heart healthy recipes, visit kitchenbasics.net/hearthealthy.
Kitchen Basics...An American original.
Cooking stock is a central ingredient for soups, sauces and marinades. It is used by many to flavor vegetables, potatoes and rice dishes. For years, making stock from scratch has been the only way health conscious cooks have been able to control and limit ingredients, such as salts and chemicals.
But who has the time to make stock from scratch?
In 1996, we were the first to introduce ready to use cooking stocks. Our stocks are slowly simmered from meat, vegetables and herbs, without added or produced MSG, additives or excess salts.
We know that it's hard to make healthy food choices with confidence. So, this all-natural, rich-tasting, gluten-free beef stock is now certified by the American Heart Association which gives shoppers confidence that this product has been screened and verified to meet the American Heart Association's certification criteria to be low in saturated fat and cholesterol for healthy people over age 2.
Usage ideas.
Use in any recipe calling for broth, stock, bouillon or water.
For more usage ideas visit www.kitchenbasics.net.
Founder Paul Hamerly with Chef & VP product development Ed Marlier.
Dark rich.
While many factors affect heart disease, diets low in saturated fat and cholesterol may reduce the risk of this disease.
Compare stock & Broth*.
This stock contains 5g protein vs. the leading broth at 2g and it has less than half the sodium at 430mg vs. the leading broth at 890mg (per cup).
Eatingwell.com.
Recipe courtesy of eatingwell.com.
For other fantastic heart healthy recipes visit www.kitchenbasics.net/hearthealthy.
Recyclable only where facilities exist.
To find out, visit: www.recyclecartons.com.
Protects.
Tetra Pak.
What's good&#153;.
Tetra Brik&#174;
Aseptic.
Tetra Park.
www.tetrapakusa.com
Our pledge.
Guaranteed satisfaction. If you are not happy with any of our products, please call or write. If possible, save the box and purchase receipt.
&#169;Kitchen Basics Inc. 2009.
Store Locator/Info
www.kitchenbasics.net.
(440) 838-1344
P.O. Box 41022
Brecksville, OH 44141",1,BOX,32.0 FL OZ,,08/15/2011,10/01/2011
016000430549,300,24405,00016000430549,Betty Crocker Super Moist Yellow Cake Mix,"General Mills, Inc.",Betty Crocker,"General Mills Sales, Inc.",(10000156) Baking/Cooking Mixes (Shelf Stable),,,,,,"General Mills Sales, Inc","Minneapolis, MN 55440 USA",1-800-446-1898,,www.bettycrocker.com,"Betty Crocker??????????????????.
Official coupon.
Earn cash for your school!
Super Moist?????????????????? cake mix.
Yellow. 
As always...
Pudding in the mix!","Let&#39;s bake a moment together!
Let&#39;s party cake.
One cake mix is all it takes for this fun tower of sweetness.
Visit bettycrocker.com/baking for this recipe and other creative baking ideas.
*No cholesterol recipe: Please visit www.bettycrocker.com/nocholesterolcake.
Creative ideas visit bettycrocker.com/baking for birthdays and more!
Remember...
Betty Crocker?????????????????? frosting!
Whipped.
A delicious taste that is whipped to perfection!
Try these and other whipped flavors: 
Fluffy white.
Cream cheese.
Chocolate.
Milk chocolate.
Tested &#38; approved.
Betty Crocker?????????????????? kitchens.
Each betty Crocker product promises delicious homemade taste every time.
1&#45;800&#45;446&#45;1898 Mon. &#39;Fri. 7:30 a.m. &#45; 5:30 p. m. CT.
www.bettycrocker.com.
Carbohydrate choices: 2 1/2.
100% recycled paperboard.",1,BOX,15.25 OZ,,06/30/2011,07/15/2011
029839005147,301,23385,00029839005147,Friendly's Rich & Creamy French Vanilla Premium Ice Cream,Friendly's Ice Cream,Friendly's,,(10000215) Ice Cream/Ice Novelties (Frozen),,"Wilbraham, MA 01095 USA",1-800-966-9970,,www.friendlys.com,,,,,,"Friendly's&#174; Rich & Creamy French Vanilla Premium Ice Cream.
Where Ice Cream Makes the Meal&#174;.
All natural flavor.","Friendly's&#174; has a rich heritage of deliciously creamy ice cream with quality ingredients. Reward your family with an authentic ice cream shop experience at home and make every occasion special.
Please send comments to: Public Affairs Friendly Ice Cream Corporation. 1855 Boston Road Wilbraham, MA 01095 USA. 1-800-966-9970 (toll free) or visit our website: www.friendlys.com.
Enclose with all correspondence:
Where product was purchased.
Product and date codes from package.",1,CONTAINER,1.5 QT,,10/26/2011,11/29/2011
077567254429,302,46099,00077567254429,Breyers Chocolate Chip Ice Cream,Unilever Bestfoods North America,Breyers,,(10000215) Ice Cream/Ice Novelties (Frozen),,Englewood Cliffs NJ 07632 USA,800-931-2826,,breyers.com,,,,,,"Breyers® Chocolate Chip Ice Cream.
Quality Since 1866.
Now with 20% More Chips!
Vanilla Ice Cream with Chocolate Flavored Chips.
1.5 quart (1.41l).","Breyers® Pledge.
At Breyers® we put a lot of love into our products, and that is why we pledge to use only high quality ingredients.
Breyers®.
Founded 1866.
Visit breyers.com for more great tasting recipes!
U, Unilever.
breyers.com.
800-931-2826.
See bottom of container fro ""Taste Best Before"" date.
Guarantee: If you are not satisfied with this product or have any questions or comments, please send the UPC code and stamped information from the bottom of this container to: Consumer Relations, address listed above.
©Unilever.",1,CONTAINER,1.5 QT,,03/14/2012,03/24/2012
076808280098,303,93163,00076808280098,Barilla Thin Spaghetti,Barilla America,Barilla,,(10000242) Pasta/Noodles Not Ready to Eat (Shelf Stable),,"Bannockburn, IL 60015",1-800-922-7455,,www.barilla.com,,,,,,"Barilla® Thin Spaghetti.
Italy's #1 brand of pasta.
""Al dente"" perfection in 6-7 minutes.
Enriched macaroni product.
EST Parma 1877.","Thin Spaghetti n.3.
Discover Barilla microwaveable meals.
100% natural. No preservatives. Ready in 60 seconds.
Try all five delicious varieties!
Mezze Penne with traditional marinara sauce.
Mezze Penne with tomato & basil sauce.
Mezze Penne with spicy marinara sauce.
Whole Grain Mezze Penne with tomato & basil sauce.
Whole Grain Fusilli with vegetable marinara sauce. Find in the microwaveable meals aisle of your grocers' shelves.
Paperboard carton. Recycle with paper.
Call 1-800-922-7455 with any comments or questions.
For more recipe ideas and to find out more about Barilla, visit us at www.barilla.com.",1,BOX,1.0 LB,,04/08/2013,04/24/2013
039000045049,304,12500,00039000045049,Libby's 100% Pure Pumpkin,Nestle USA Inc.,Libby's,"Nestle USA, Inc.",(10000156) Baking/Cooking Mixes (Shelf Stable),,,,,,"Nestle USA, Inc","Solon, OHIO 44139 USA",1-800-854-0374,,"verybestbaking.com, micocinalatina.com","Libby's® 100% Pure Pumpkin.
Excellent source of vitamin A & fiber.
Low in calories & fat.
100% calabaza pura.
America's favorite pumpkin.
All natural.
No preservatives.
For one 9"" pie.","Naturally gluten free.
All trademarks are owned by Socite des Produits Nestle, S.A., Vevey, Switzerland or used with permission.
Please recycle Steel.
View step-by-step videos to make Libby's® famous pumpkin pie or pumpkin roll at verybestbaking.com/video.
Since 1866 Nestle®.
Questions? Call 1-800-854-0374 M-F 8AM - 8PM ET.
Visit us atverybaking.com.
micocinalatina.com.
Nutritional compass™.",1,CAN,15.0 OZ,,02/27/2012,04/21/2012
043000029268,305,21263,00043000029268,Maxwell House 100% Colombian Medium Dark Ground Coffee,"Kraft Foods, Inc.",Maxwell House,,(10000111) Coffee/Coffee Substitutes Beans/Ground,,"Northfield, IL 60093-2753 USA",1-800-432-6333,,maxwellhouse.com,,,,,,"Maxwell House 100% Colombian Medium Dark Ground Coffee.
Flavor lock lid.
Custom roasted for full flavor.
Makes up to 90 6 fl oz cups.","Sealed fresh every time!
100% Colombian is an intense, deep, robust coffee directly from Colombia, perfect for every morning. We start with the highest quality beans and then custom roast each bean to its peak for a full flavored taste.
Our specially designed flavor lock lid helps seal in freshness. All so that your Maxwell House is always good to the last drop.
Made from recycled materials.
This container contains at least: 47% recycled material, 24% post consumer recycled material.
&#169;Kraft Foods.
Visit us at: maxwellhouse.com or call us at: 1-800-432-6333.
Trademark registered by the National Federation of Coffee Growers of Colombia.",1,CANISTER,10.5 OZ,,07/07/2011,08/17/2011
016000427303,306,85134,00016000427303,Betty Crocker Dark Chocolate Fudge Brownie Mix,"General Mills, Inc.",Betty Crocker,"General Mills Sales, Inc.",(10000156) Baking/Cooking Mixes (Shelf Stable),,,,,,"General Mills Sales, Inc","Minneapolis, MN 55440 USA",1-800-446-1898,,www.bettycrocker.com,"Betty Crocker® Dark Chocolate Fudge Brownie Mix.
13 x 9 family size.","Carbohydrate choices: 1 1/2.
100% Recycled Paperboard™.
Try our other indulgent flavors!
Betty Crocker, Chocolate Chunk.
Betty Crocker, Triple Chunk.
Tested & approved Betty Crocker® kitchens.
Each Betty Crocker product promises delicious homemade taste every time.
1-800-446-1898 Mon.-Fri. 7:30 a.m.-5:30 p.m. CT.
www.bettycrocker.com.
General Mills, Box 200, Minneapolis, MN 55440.
The Hershey's® trademark and trade dress are used under license.
©2011 General Mills.",1,BOX,19.9 OZ,,01/28/2013,02/15/2013
013800151827,307,42405,00013800151827,Stouffer's French Bread Pizza Deluxe - 2 CT,Nestle USA Inc.,Stouffer's,"Nestle USA, Inc.",(10000248) Pies/Pastries/Pizzas/Quiches Savoury (Frozen),,,,,,"Nestle USA, Inc","Solon, OH 44139 USA",1-800-225-1180,,www.stouffers.com,"Stouffer's®.
French bread pizza.
Deluxe.
Sausage, pepperoni, mushrooms, red & green peppers & onions pepperoni made with pork, chicken & beef.
Calcium propionate added to preserve freshness of crust.
Real®.
Made with real cheese.
Got a taste for rewards?
Dinner club.
Join the club. See side for details.
2 pizzas.
U.S. inspected and passed by department of agriculture.","Good Food, Good Life™.
Since 1866 Nestle®.
Good question:
How can I have a wholesome, great tasting pizza?
Good to know:
Stouffer's® French bread pizza is made with real cheese and the delicious crunch of our original, crispy French bread crust.
Good to remember:
Stouffer's' is supported by the Nestle Research Center, one of the world's leading centers for nutrition, health and wellness.
Good to talk:
stouffers.com.
nestleusa.com.
1-800-225-1180.
Visit us at nestleusa.com.
All trademarks are owned by Nestle S.A., Vevey, Switzerland.
Join today!
1. Get your code inside this box.
2. Join online at www.stouffers.com.
3. Collect points and earn fabulous rewards!
See rules online. Ends 12/31/12, or later if extended by sponsor.",1,BOX,12.37 OZ,,06/21/2012,07/02/2012
049200057919,309,15628,00049200057919,Domino Pure Cane Dark Brown Sugar,"Domino Foods, Inc.",Domino,"Domino Foods, Inc.",(10000043) Sugar/Sugar Substitutes (Shelf Stable),,,,,,"Domino Foods, Inc","Yonkers, NY 10705",1-800-729-4840,,www.dominosugar.com,"Domino® Pure Cane Dark Brown Sugar.
""We'll always be your sugar!""
Domino® sugar, over 100 years .","www.dominosugar.com
Sugar, the natural sweetener.
(15 calories per teaspoon).
Contains: approximately 4 1/2 cups.
Questions or comments? Call 1-800-729-4840.
2 lb dark brown sugar.
Pure sugar.",1,BAG,2.0 LB,,02/06/2012,02/26/2012
014500005892,310,8241,00014500005892,Birds Eye Vegetables & Sauce Broccoli & Cheese Sauce,Pinnacle Foods Group LLC,Birds Eye,,(10000270) Vegetables Prepared/Processed (Frozen),,"P.O. Box 20382, Rochester, NY 14602-0382",1-800-563-1786,,www.birdseye.com,,,,,,"Birds Eye?? Vegetables & Sauce Broccoli & Cheese Sauce.
Tender Broccoli with a Rich Cheddar Cheese Sauce.
Microwavable portable tray. Perfect for lunch. Delicious side dish.
Excellent source of Vitamin C*.
*See nutritional information for sodium content.","Vegetables play a Key Role in any Diet.
Please send this proof of purchase, along with any correspondence relating to this product, to: Birds Eye Foods, Inc., Consumer Relations, P.O. Box 20382, Rochester, NY 14602-0382.
Please call us with comments at 1-800-563-1786 M-F 8:00 A.M. - 5:00 P.M. EST or visit our website at www.birdseye.com.
Visit our website at www.birdseye.com for recipe ideas, vegetable facts and to subscribe to our free eNewsletter.
mypyramid.gov steps to a healthier you.
Visit MyPyramid.gov for recommended daily amounts.",1,BOX,10.0 OZ,,05/23/2012,06/06/2012
051000025500,311,82010,00051000025500,Campbell's Beef Gravy,Campbell Soup Company,Campbell's,Campbell Soup Company,(10000280) Sauces Dipping/Condiments/Savoury Toppings/Savoury Spreads/Marinades (Shelf Stable),,"Camden, NJ U.S.A. 08103-1701",1-800-650-7347,,www.campbellgravy.com,,,,,,"Campbell's™ Beef Gravy.
3g total carbs per serving.
Made with beef stock.","U.S. Inspected and passed by department of agriculture.
Low in fat.
Steel, please recycle where facilities available.
Labels For Education.
Save label.
More great recipe ideas at: www.campbellgravy.com.
Satisfaction guaranteed. For questions or comments, please call 1-800-650-7347. Please have code and date information on can end available.",1,CAN,10.25 OZ,,12/13/2012,12/28/2012
030000319581,312,113852,00030000319581,Quaker Instant Oatmeal Maple & Brown Sugar,The Quaker Oats Company,Quaker,The Quaker Oats Company,(10000211) Grains/Cereal Not Ready to Eat (Shelf Stable),,,,,,The Quaker Oats Company,"P.O. Box 049003 Chicago, IL 60604-9003 U.S.A",1-800-555-6287,,www.quakeroats.com,"Quaker® Maple & Brown Sugar Instant Oatmeal. 
Est 1877.
Naturally & artificially flavored.
Per cup.
180 calories.","Please have package available when calling.
Questions or comments?
Call 1-800-555-6287.
Visit us at www.quakeroats.com.
©2013 The Quaker Oats Company.",1,CONTAINER,1.69 OZ,,08/21/2013,09/03/2013
041196910858,313,55522,00041196910858,Progresso Vegetable Classics Hearty Penne in Chicken Broth Soup,"General Mills, Inc.",Progresso,Progresso Foods,(10000262) Soups Prepared (Shelf Stable),,,,,,"Progresso Foods Division, General Mills Cereals, LLC","Minneapolis, MN 55440 USA",1-800-200-9377,,www.progessosoup.com,"Quality foods.
Official product.
Progresso?????????????????? soup.
Vegetable classics.
Hearty penne in chicken broth.
80 calories per serving.","Non&#45;vegetarian.
Exchanges: 1 starch based on American Dietetic Association and American Diabetes Association criteria.
Visit our website at www.progressosoup.com.
80 calories per serving.
Low fat.
No MSG added*.
No artificial flavors.
*Except that which occurs naturally in yeast extract and hydrolyzed vegetable proteins.
Questions, comments? Save can and call 1&#45;800&#45;200&#45;9377 weekdays 7:30 a.m. to 5:30 p.m. CT.
??????????????????2010 Pet Incorporated.",1,CAN,19.0 OZ,,07/22/2011,08/19/2011
044100239748,314,110961,00044100239748,Hood Ice Cream Creamy Coffee,"HP Hood, LLC",Hood,"HP HOOD, LLC",(10000215) Ice Cream/Ice Novelties (Frozen),,,,,,HP Hood LLC,"Lynnfield, MA 01940",1 (800) 247-6269,,www.hood.com,"Hood® Creamy Coffee Ice Cream Made From Real Coffee Beans.
New England's ice cream for more than 100 years.","For over 100 years, Hood has been New England's ice cream. Made with fresh cream and the highest quality ingredients, it has been delighting families for generations. Share a special Hood ice cream moment with your family today!
Manufactured at plant code stamped on carton.
Real®.
Consumer hotline: 1 (800) 247-6269.
www.hood.com.
©2010 HP Hood LLC.",1,TUB,1.5 QT,,08/14/2013,08/26/2013
077567254214,315,138007,00077567254214,Breyers Ice Cream Coffee,Unilever Bestfoods North America,Breyers,,(10000215) Ice Cream/Ice Novelties (Frozen),,Englewood Cliffs NJ 07632 USA,800-931-2826,,,,,,,,"Breyers® Coffee Ice Cream.
Quality since 1866.
Coffee made with rich, roasted Colombian coffee.
Per 1/2 cup serving.
130 calories.
4g sat fat, 20% DV.
50mg sodium, 2% DV.
15g sugars.","Breyers® pledge.
At Breyers® we put a lot of love into our products, and that is why we pledge to use only high quality ingredients.
Founded 1866.
Breyers® coffee ice cream is sure to brew up tasty, good times. That's because we combine fresh cream, sugar and milk with rich, roasted Colombian coffee.
With Breyers®, delicious moments are in the making.
Find our recipes on yummly.com/breyers.
Questions or comments 800-931-2826.
breyers.com.
©Unilever.",1,CONTAINER,1.5 QT,,01/30/2014,02/17/2014
017400110000,317,79633,00017400110000,Carolina Enriched Rice,Riviana Foods Inc.,Carolina,,(10000297) Grain Based Products Not Ready to Eat Savoury (Shelf Stable),,"P.O. Box 2636 Houston, TX 77252 U.S.A",1-800-226-9522,,www.carolinarice.com,,,,,,"Carolina® Enriched Rice Extra Long Grain.
See back panel for nutrition information.
Healthy.
Naturally sodium free.
Fat free.","Grown in USA.
For free recipes log onto www.carolinarice.com.
Questions? Comments? Call 1-800-226-9522 Monday-Friday, 9 AM to 4 PM central time. Please have the package available when calling.
Riviana®.
©2006 Riviana Foods Inc.
Carolina, Riviana and the Chevron Device are registered trademarks of Riviana Foods Inc.",1,BAG,20.0 LB,,11/23/2012,12/05/2012
072521049967,318,83951,00072521049967,Vintage Seltzer Wild Cherry,Cott Beverages Inc.,Vintage,,(10000201) Drinks Flavoured Ready to Drink,,"Tampa, FL 33634",1-888-260-3776,,,,,,,,"Vintage® Wild Cherry Seltzer. 
Flavored seltzer with other natural flavors.
Sodium free.
Calorie free.","Contains 0% juice.
Questions or comments? Call 1-888-260-3776.
©2012 Cott Beverages Inc. All rights reserved.",1,BOTTLE,33.8 FL OZ,,12/27/2012,01/07/2013
072521049684,319,83952,00072521049684,Vintage Seltzer Mandarin Orange,Cott Beverages Inc.,Vintage,,(10000201) Drinks Flavoured Ready to Drink,,"Tampa, FL 33634",1-888-260-3776,,,,,,,,"Vintage® Mandarin Orange Seltzer. 
Flavored seltzer with other natural flavors.
Sodium free.
Calorie free.","Contains 0% juice.
Questions or comments? Call 1-888-260-3776.
All rights reserved.
©2012 Cott Beverages Inc.",1,BOTTLE,33.8 FL OZ,,12/27/2012,01/14/2013
